Site,Year,Month,Layer,Group,Genus,Variable,Value,Unit,SamplingMethodID,MethodID
Giles,2019,8,whole_column,nauplii,unidentified,Abundance,76.36,NumberPerLiter,Method023,Method029
Giles,1990,1,whole_column,Rotifer,Gastropus,Abundance,1.21,NumberPerLiter,Method024,Method029
Giles,1990,2,whole_column,Rotifer,Gastropus,Abundance,11.44,NumberPerLiter,Method024,Method029
Giles,1990,3,whole_column,Rotifer,Gastropus,Abundance,134.38,NumberPerLiter,Method024,Method029
Giles,1990,4,whole_column,Rotifer,Gastropus,Abundance,27.03,NumberPerLiter,Method024,Method029
Giles,1990,5,whole_column,Rotifer,Gastropus,Abundance,11.48,NumberPerLiter,Method024,Method029
Giles,1990,6,whole_column,Rotifer,Gastropus,Abundance,4.61,NumberPerLiter,Method024,Method029
Giles,1990,7,whole_column,Rotifer,Gastropus,Abundance,7.82,NumberPerLiter,Method024,Method029
Giles,1990,8,whole_column,Rotifer,Gastropus,Abundance,35.2,NumberPerLiter,Method024,Method029
Giles,1990,9,whole_column,Rotifer,Gastropus,Abundance,13.18,NumberPerLiter,Method024,Method029
Giles,1990,10,whole_column,Rotifer,Gastropus,Abundance,0.51,NumberPerLiter,Method024,Method029
Giles,1990,11,whole_column,Rotifer,Gastropus,Abundance,1.01,NumberPerLiter,Method024,Method029
Giles,1990,12,whole_column,Rotifer,Gastropus,Abundance,11.49,NumberPerLiter,Method024,Method029
Giles,1991,1,whole_column,Rotifer,Gastropus,Abundance,8.28,NumberPerLiter,Method024,Method029
Giles,1991,2,whole_column,Rotifer,Gastropus,Abundance,1.82,NumberPerLiter,Method024,Method029
Giles,1991,3,whole_column,Rotifer,Gastropus,Abundance,2.07,NumberPerLiter,Method024,Method029
Giles,1991,4,whole_column,Rotifer,Gastropus,Abundance,0.13,NumberPerLiter,Method024,Method029
Giles,1991,5,whole_column,Rotifer,Gastropus,Abundance,3.79,NumberPerLiter,Method024,Method029
Giles,1991,6,whole_column,Rotifer,Gastropus,Abundance,44.16,NumberPerLiter,Method024,Method029
Giles,1991,7,whole_column,Rotifer,Gastropus,Abundance,30.42,NumberPerLiter,Method024,Method029
Giles,1991,8,whole_column,Rotifer,Gastropus,Abundance,6.12,NumberPerLiter,Method024,Method029
Giles,1991,9,whole_column,Rotifer,Gastropus,Abundance,4.38,NumberPerLiter,Method024,Method029
Giles,1991,10,whole_column,Rotifer,Gastropus,Abundance,3.47,NumberPerLiter,Method024,Method029
Giles,1991,11,whole_column,Rotifer,Gastropus,Abundance,0.02,NumberPerLiter,Method024,Method029
Giles,1991,12,whole_column,Rotifer,Gastropus,Abundance,0.01,NumberPerLiter,Method024,Method029
Giles,1992,1,whole_column,Rotifer,Gastropus,Abundance,0.04,NumberPerLiter,Method024,Method029
Giles,1992,2,whole_column,Rotifer,Gastropus,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1992,4,whole_column,Rotifer,Gastropus,Abundance,0.03,NumberPerLiter,Method024,Method029
Giles,1992,5,whole_column,Rotifer,Gastropus,Abundance,2.02,NumberPerLiter,Method024,Method029
Giles,1992,6,whole_column,Rotifer,Gastropus,Abundance,3.99,NumberPerLiter,Method024,Method029
Giles,1992,7,whole_column,Rotifer,Gastropus,Abundance,28.25,NumberPerLiter,Method024,Method029
Giles,1992,8,whole_column,Rotifer,Gastropus,Abundance,0.68,NumberPerLiter,Method024,Method029
Giles,1992,9,whole_column,Rotifer,Gastropus,Abundance,1.47,NumberPerLiter,Method024,Method029
Giles,1992,10,whole_column,Rotifer,Gastropus,Abundance,0.63,NumberPerLiter,Method024,Method029
Giles,1992,11,whole_column,Rotifer,Gastropus,Abundance,0.04,NumberPerLiter,Method024,Method029
Giles,1993,1,whole_column,Rotifer,Gastropus,Abundance,0.22,NumberPerLiter,Method024,Method029
Giles,1993,2,whole_column,Rotifer,Gastropus,Abundance,0.26,NumberPerLiter,Method024,Method029
Giles,1993,3,whole_column,Rotifer,Gastropus,Abundance,0.4,NumberPerLiter,Method024,Method029
Giles,1993,4,whole_column,Rotifer,Gastropus,Abundance,5.46,NumberPerLiter,Method024,Method029
Giles,1993,5,whole_column,Rotifer,Gastropus,Abundance,41.9,NumberPerLiter,Method024,Method029
Giles,1993,6,whole_column,Rotifer,Gastropus,Abundance,12.85,NumberPerLiter,Method024,Method029
Giles,1993,7,whole_column,Rotifer,Gastropus,Abundance,2.38,NumberPerLiter,Method024,Method029
Giles,1993,8,whole_column,Rotifer,Gastropus,Abundance,5.03,NumberPerLiter,Method024,Method029
Giles,1993,9,whole_column,Rotifer,Gastropus,Abundance,10.3,NumberPerLiter,Method024,Method029
Giles,1993,11,whole_column,Rotifer,Gastropus,Abundance,0.19,NumberPerLiter,Method024,Method029
Giles,1997,4,whole_column,Rotifer,Gastropus,Abundance,0.87,NumberPerLiter,Method024,Method029
Giles,1997,6,whole_column,Rotifer,Gastropus,Abundance,3,NumberPerLiter,Method024,Method029
Giles,1997,8,whole_column,Rotifer,Gastropus,Abundance,0.86,NumberPerLiter,Method024,Method029
Giles,2001,6,whole_column,Rotifer,Gastropus,Abundance,0,NumberPerLiter,Method024,Method029
Giles,2001,7,whole_column,Rotifer,Gastropus,Abundance,0,NumberPerLiter,Method024,Method029
Giles,2001,8,whole_column,Rotifer,Gastropus,Abundance,2.22,NumberPerLiter,Method024,Method029
Giles,2005,5,whole_column,Rotifer,Gastropus,Abundance,12.5,NumberPerLiter,Method024,Method029
Giles,2005,6,whole_column,Rotifer,Gastropus,Abundance,115.61,NumberPerLiter,Method024,Method029
Giles,2005,7,whole_column,Rotifer,Gastropus,Abundance,47.39,NumberPerLiter,Method024,Method029
Giles,2005,8,whole_column,Rotifer,Gastropus,Abundance,6.13,NumberPerLiter,Method024,Method029
Giles,2006,5,whole_column,Rotifer,Gastropus,Abundance,29,NumberPerLiter,Method024,Method029
Giles,2006,6,whole_column,Rotifer,Gastropus,Abundance,61.89,NumberPerLiter,Method024,Method029
Giles,2006,7,whole_column,Rotifer,Gastropus,Abundance,29.71,NumberPerLiter,Method024,Method029
Giles,2006,8,whole_column,Rotifer,Gastropus,Abundance,32.54,NumberPerLiter,Method024,Method029
Giles,2007,5,whole_column,Rotifer,Gastropus,Abundance,4.64,NumberPerLiter,Method024,Method029
Giles,2007,6,whole_column,Rotifer,Gastropus,Abundance,10.48,NumberPerLiter,Method024,Method029
Giles,2007,7,whole_column,Rotifer,Gastropus,Abundance,15.63,NumberPerLiter,Method024,Method029
Giles,2007,8,whole_column,Rotifer,Gastropus,Abundance,20.73,NumberPerLiter,Method024,Method029
Giles,2008,4,whole_column,Rotifer,Gastropus,Abundance,9.5,NumberPerLiter,Method023,Method029
Giles,2008,5,whole_column,Rotifer,Gastropus,Abundance,4.95,NumberPerLiter,Method023,Method029
Giles,2008,6,whole_column,Rotifer,Gastropus,Abundance,3.58,NumberPerLiter,Method023,Method029
Giles,2008,7,whole_column,Rotifer,Gastropus,Abundance,0.98,NumberPerLiter,Method023,Method029
Giles,2008,8,whole_column,Rotifer,Gastropus,Abundance,17.57,NumberPerLiter,Method023,Method029
Giles,2009,4,whole_column,Rotifer,Gastropus,Abundance,5.31,NumberPerLiter,Method023,Method029
Giles,2009,5,whole_column,Rotifer,Gastropus,Abundance,0.56,NumberPerLiter,Method023,Method029
Giles,2009,6,whole_column,Rotifer,Gastropus,Abundance,2.65,NumberPerLiter,Method023,Method029
Giles,2009,7,whole_column,Rotifer,Gastropus,Abundance,8.36,NumberPerLiter,Method023,Method029
Giles,2009,8,whole_column,Rotifer,Gastropus,Abundance,3.8,NumberPerLiter,Method023,Method029
Giles,2010,5,whole_column,Rotifer,Gastropus,Abundance,1.74,NumberPerLiter,Method023,Method029
Giles,2010,6,whole_column,Rotifer,Gastropus,Abundance,0,NumberPerLiter,Method023,Method029
Giles,2010,7,whole_column,Rotifer,Gastropus,Abundance,1.14,NumberPerLiter,Method023,Method029
Giles,2010,8,whole_column,Rotifer,Gastropus,Abundance,3.66,NumberPerLiter,Method023,Method029
Giles,2010,9,whole_column,Rotifer,Gastropus,Abundance,8.97,NumberPerLiter,Method023,Method029
Giles,2011,5,whole_column,Rotifer,Gastropus,Abundance,0.3,NumberPerLiter,Method023,Method029
Giles,2011,6,whole_column,Rotifer,Gastropus,Abundance,0.16,NumberPerLiter,Method023,Method029
Giles,2011,7,whole_column,Rotifer,Gastropus,Abundance,0,NumberPerLiter,Method023,Method029
Giles,2011,8,whole_column,Rotifer,Gastropus,Abundance,8.16,NumberPerLiter,Method023,Method029
Giles,2013,4,whole_column,Rotifer,Gastropus,Abundance,8.52,NumberPerLiter,Method023,Method029
Giles,2013,5,whole_column,Rotifer,Gastropus,Abundance,8.93,NumberPerLiter,Method023,Method029
Giles,2013,6,whole_column,Rotifer,Gastropus,Abundance,1.33,NumberPerLiter,Method023,Method029
Giles,2013,7,whole_column,Rotifer,Gastropus,Abundance,0.52,NumberPerLiter,Method023,Method029
Giles,2013,8,whole_column,Rotifer,Gastropus,Abundance,0.58,NumberPerLiter,Method023,Method029
Giles,2014,6,whole_column,Rotifer,Gastropus,Abundance,3.31,NumberPerLiter,Method023,Method029
Giles,2014,7,whole_column,Rotifer,Gastropus,Abundance,1.04,NumberPerLiter,Method023,Method029
Giles,2014,8,whole_column,Rotifer,Gastropus,Abundance,0.56,NumberPerLiter,Method023,Method029
Giles,2015,5,whole_column,Rotifer,Gastropus,Abundance,4.89,NumberPerLiter,Method023,Method029
Giles,2015,6,whole_column,Rotifer,Gastropus,Abundance,0,NumberPerLiter,Method023,Method029
Giles,2015,7,whole_column,Rotifer,Gastropus,Abundance,0.53,NumberPerLiter,Method023,Method029
Giles,2015,8,whole_column,Rotifer,Gastropus,Abundance,0.2,NumberPerLiter,Method023,Method029
Giles,2016,5,whole_column,Rotifer,Gastropus,Abundance,0.23,NumberPerLiter,Method023,Method029
Giles,2016,6,whole_column,Rotifer,Gastropus,Abundance,0,NumberPerLiter,Method023,Method029
Giles,2016,7,whole_column,Rotifer,Gastropus,Abundance,0,NumberPerLiter,Method023,Method029
Giles,2016,8,whole_column,Rotifer,Gastropus,Abundance,2.31,NumberPerLiter,Method023,Method029
Giles,2017,5,whole_column,Rotifer,Gastropus,Abundance,0,NumberPerLiter,Method023,Method029
Giles,2017,6,whole_column,Rotifer,Gastropus,Abundance,1.39,NumberPerLiter,Method023,Method029
Giles,2017,7,whole_column,Rotifer,Gastropus,Abundance,2.81,NumberPerLiter,Method023,Method029
Giles,2017,8,whole_column,Rotifer,Gastropus,Abundance,12.01,NumberPerLiter,Method023,Method029
Giles,2018,5,whole_column,Rotifer,Gastropus,Abundance,3.69,NumberPerLiter,Method023,Method029
Giles,2018,6,whole_column,Rotifer,Gastropus,Abundance,1.75,NumberPerLiter,Method023,Method029
Giles,2018,7,whole_column,Rotifer,Gastropus,Abundance,4.66,NumberPerLiter,Method023,Method029
Giles,2018,8,whole_column,Rotifer,Gastropus,Abundance,0.8,NumberPerLiter,Method023,Method029
Giles,2019,4,whole_column,Rotifer,Gastropus,Abundance,2.12,NumberPerLiter,Method023,Method029
Giles,2019,5,whole_column,Rotifer,Gastropus,Abundance,0.44,NumberPerLiter,Method023,Method029
Giles,2019,6,whole_column,Rotifer,Gastropus,Abundance,9.29,NumberPerLiter,Method023,Method029
Giles,2019,7,whole_column,Rotifer,Gastropus,Abundance,4.17,NumberPerLiter,Method023,Method029
Giles,2019,8,whole_column,Rotifer,Gastropus,Abundance,1.46,NumberPerLiter,Method023,Method029
Giles,1991,1,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1991,2,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1991,3,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1991,4,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1991,5,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1991,6,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1991,7,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1991,8,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1991,9,whole_column,Rotifer,Kellicottia,Abundance,0.11,NumberPerLiter,Method024,Method029
Giles,1991,10,whole_column,Rotifer,Kellicottia,Abundance,0.36,NumberPerLiter,Method024,Method029
Giles,1991,11,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1991,12,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1992,1,whole_column,Rotifer,Kellicottia,Abundance,0.25,NumberPerLiter,Method024,Method029
Giles,1992,2,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1992,4,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1992,5,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1992,6,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1992,7,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1992,8,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1992,9,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1992,10,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1992,11,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1993,1,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1993,2,whole_column,Rotifer,Kellicottia,Abundance,0.01,NumberPerLiter,Method024,Method029
Giles,1993,3,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1993,4,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1993,5,whole_column,Rotifer,Kellicottia,Abundance,0.01,NumberPerLiter,Method024,Method029
Giles,1993,6,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1993,7,whole_column,Rotifer,Kellicottia,Abundance,0.01,NumberPerLiter,Method024,Method029
Giles,1993,8,whole_column,Rotifer,Kellicottia,Abundance,0.06,NumberPerLiter,Method024,Method029
Giles,1993,9,whole_column,Rotifer,Kellicottia,Abundance,0.01,NumberPerLiter,Method024,Method029
Giles,1993,11,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1997,4,whole_column,Rotifer,Kellicottia,Abundance,0.02,NumberPerLiter,Method024,Method029
Giles,1997,6,whole_column,Rotifer,Kellicottia,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1997,8,whole_column,Rotifer,Kellicottia,Abundance,0.29,NumberPerLiter,Method024,Method029
Giles,2001,6,whole_column,Rotifer,Kellicottia,Abundance,16.31,NumberPerLiter,Method024,Method029
Giles,2001,7,whole_column,Rotifer,Kellicottia,Abundance,2.24,NumberPerLiter,Method024,Method029
Giles,2001,8,whole_column,Rotifer,Kellicottia,Abundance,1.86,NumberPerLiter,Method024,Method029
Giles,2005,5,whole_column,Rotifer,Kellicottia,Abundance,8.25,NumberPerLiter,Method024,Method029
Giles,2005,6,whole_column,Rotifer,Kellicottia,Abundance,9.33,NumberPerLiter,Method024,Method029
Giles,2005,7,whole_column,Rotifer,Kellicottia,Abundance,48.1,NumberPerLiter,Method024,Method029
Giles,2005,8,whole_column,Rotifer,Kellicottia,Abundance,44.09,NumberPerLiter,Method024,Method029
Giles,2006,5,whole_column,Rotifer,Kellicottia,Abundance,47.39,NumberPerLiter,Method024,Method029
Giles,2006,6,whole_column,Rotifer,Kellicottia,Abundance,36.25,NumberPerLiter,Method024,Method029
Giles,2006,7,whole_column,Rotifer,Kellicottia,Abundance,18.39,NumberPerLiter,Method024,Method029
Giles,2006,8,whole_column,Rotifer,Kellicottia,Abundance,11.32,NumberPerLiter,Method024,Method029
Giles,2007,5,whole_column,Rotifer,Kellicottia,Abundance,2.22,NumberPerLiter,Method024,Method029
Giles,2007,6,whole_column,Rotifer,Kellicottia,Abundance,0.6,NumberPerLiter,Method024,Method029
Giles,2007,7,whole_column,Rotifer,Kellicottia,Abundance,0.99,NumberPerLiter,Method024,Method029
Giles,2007,8,whole_column,Rotifer,Kellicottia,Abundance,2.94,NumberPerLiter,Method024,Method029
Giles,2008,4,whole_column,Rotifer,Kellicottia,Abundance,0.11,NumberPerLiter,Method023,Method029
Giles,2008,5,whole_column,Rotifer,Kellicottia,Abundance,0.22,NumberPerLiter,Method023,Method029
Giles,2008,6,whole_column,Rotifer,Kellicottia,Abundance,3.18,NumberPerLiter,Method023,Method029
Giles,2008,7,whole_column,Rotifer,Kellicottia,Abundance,4.71,NumberPerLiter,Method023,Method029
Giles,2008,8,whole_column,Rotifer,Kellicottia,Abundance,7.51,NumberPerLiter,Method023,Method029
Giles,2009,4,whole_column,Rotifer,Kellicottia,Abundance,36.84,NumberPerLiter,Method023,Method029
Giles,2009,5,whole_column,Rotifer,Kellicottia,Abundance,111.36,NumberPerLiter,Method023,Method029
Giles,2009,6,whole_column,Rotifer,Kellicottia,Abundance,34.17,NumberPerLiter,Method023,Method029
Giles,2009,7,whole_column,Rotifer,Kellicottia,Abundance,30.54,NumberPerLiter,Method023,Method029
Giles,2009,8,whole_column,Rotifer,Kellicottia,Abundance,27.49,NumberPerLiter,Method023,Method029
Giles,2010,5,whole_column,Rotifer,Kellicottia,Abundance,84.12,NumberPerLiter,Method023,Method029
Giles,2010,6,whole_column,Rotifer,Kellicottia,Abundance,96.25,NumberPerLiter,Method023,Method029
Giles,2010,7,whole_column,Rotifer,Kellicottia,Abundance,59.65,NumberPerLiter,Method023,Method029
Giles,2010,8,whole_column,Rotifer,Kellicottia,Abundance,26.9,NumberPerLiter,Method023,Method029
Giles,2010,9,whole_column,Rotifer,Kellicottia,Abundance,89.25,NumberPerLiter,Method023,Method029
Giles,2011,5,whole_column,Rotifer,Kellicottia,Abundance,41.58,NumberPerLiter,Method023,Method029
Giles,2011,6,whole_column,Rotifer,Kellicottia,Abundance,58.12,NumberPerLiter,Method023,Method029
Giles,2011,7,whole_column,Rotifer,Kellicottia,Abundance,48,NumberPerLiter,Method023,Method029
Giles,2011,8,whole_column,Rotifer,Kellicottia,Abundance,23.96,NumberPerLiter,Method023,Method029
Giles,2013,4,whole_column,Rotifer,Kellicottia,Abundance,42.72,NumberPerLiter,Method023,Method029
Giles,2013,5,whole_column,Rotifer,Kellicottia,Abundance,65.31,NumberPerLiter,Method023,Method029
Giles,2013,6,whole_column,Rotifer,Kellicottia,Abundance,40.87,NumberPerLiter,Method023,Method029
Giles,2013,7,whole_column,Rotifer,Kellicottia,Abundance,75.9,NumberPerLiter,Method023,Method029
Giles,2013,8,whole_column,Rotifer,Kellicottia,Abundance,39.68,NumberPerLiter,Method023,Method029
Giles,2014,6,whole_column,Rotifer,Kellicottia,Abundance,55.08,NumberPerLiter,Method023,Method029
Giles,2014,7,whole_column,Rotifer,Kellicottia,Abundance,57.35,NumberPerLiter,Method023,Method029
Giles,2014,8,whole_column,Rotifer,Kellicottia,Abundance,67.28,NumberPerLiter,Method023,Method029
Giles,2015,5,whole_column,Rotifer,Kellicottia,Abundance,55.35,NumberPerLiter,Method023,Method029
Giles,2015,6,whole_column,Rotifer,Kellicottia,Abundance,27.79,NumberPerLiter,Method023,Method029
Giles,2015,7,whole_column,Rotifer,Kellicottia,Abundance,19.48,NumberPerLiter,Method023,Method029
Giles,2015,8,whole_column,Rotifer,Kellicottia,Abundance,22.43,NumberPerLiter,Method023,Method029
Giles,2016,5,whole_column,Rotifer,Kellicottia,Abundance,36.98,NumberPerLiter,Method023,Method029
Giles,2016,6,whole_column,Rotifer,Kellicottia,Abundance,30,NumberPerLiter,Method023,Method029
Giles,2016,7,whole_column,Rotifer,Kellicottia,Abundance,13.57,NumberPerLiter,Method023,Method029
Giles,2016,8,whole_column,Rotifer,Kellicottia,Abundance,38.18,NumberPerLiter,Method023,Method029
Giles,2017,5,whole_column,Rotifer,Kellicottia,Abundance,2,NumberPerLiter,Method023,Method029
Giles,2017,6,whole_column,Rotifer,Kellicottia,Abundance,3.22,NumberPerLiter,Method023,Method029
Giles,2017,7,whole_column,Rotifer,Kellicottia,Abundance,5.61,NumberPerLiter,Method023,Method029
Giles,2017,8,whole_column,Rotifer,Kellicottia,Abundance,85.43,NumberPerLiter,Method023,Method029
Giles,2018,5,whole_column,Rotifer,Kellicottia,Abundance,42.45,NumberPerLiter,Method023,Method029
Giles,2018,6,whole_column,Rotifer,Kellicottia,Abundance,35.33,NumberPerLiter,Method023,Method029
Giles,2018,7,whole_column,Rotifer,Kellicottia,Abundance,32.89,NumberPerLiter,Method023,Method029
Giles,2018,8,whole_column,Rotifer,Kellicottia,Abundance,33.4,NumberPerLiter,Method023,Method029
Giles,2019,4,whole_column,Rotifer,Kellicottia,Abundance,7.95,NumberPerLiter,Method023,Method029
Giles,2019,5,whole_column,Rotifer,Kellicottia,Abundance,10.24,NumberPerLiter,Method023,Method029
Giles,2019,6,whole_column,Rotifer,Kellicottia,Abundance,3.84,NumberPerLiter,Method023,Method029
Giles,2019,7,whole_column,Rotifer,Kellicottia,Abundance,9.24,NumberPerLiter,Method023,Method029
Giles,2019,8,whole_column,Rotifer,Kellicottia,Abundance,10.16,NumberPerLiter,Method023,Method029
Giles,1990,1,whole_column,Rotifer,Keratella,Abundance,8.16,NumberPerLiter,Method024,Method029
Giles,1990,2,whole_column,Rotifer,Keratella,Abundance,78.03,NumberPerLiter,Method024,Method029
Giles,1990,3,whole_column,Rotifer,Keratella,Abundance,55.79,NumberPerLiter,Method024,Method029
Giles,1990,4,whole_column,Rotifer,Keratella,Abundance,64.73,NumberPerLiter,Method024,Method029
Giles,1990,5,whole_column,Rotifer,Keratella,Abundance,35.58,NumberPerLiter,Method024,Method029
Giles,1990,6,whole_column,Rotifer,Keratella,Abundance,10.12,NumberPerLiter,Method024,Method029
Giles,1990,7,whole_column,Rotifer,Keratella,Abundance,6.53,NumberPerLiter,Method024,Method029
Giles,1990,8,whole_column,Rotifer,Keratella,Abundance,1.91,NumberPerLiter,Method024,Method029
Giles,1990,9,whole_column,Rotifer,Keratella,Abundance,2.9,NumberPerLiter,Method024,Method029
Giles,1990,10,whole_column,Rotifer,Keratella,Abundance,11.86,NumberPerLiter,Method024,Method029
Giles,1990,11,whole_column,Rotifer,Keratella,Abundance,11.14,NumberPerLiter,Method024,Method029
Giles,1990,12,whole_column,Rotifer,Keratella,Abundance,7,NumberPerLiter,Method024,Method029
Giles,1991,1,whole_column,Rotifer,Keratella,Abundance,0.75,NumberPerLiter,Method024,Method029
Giles,1991,2,whole_column,Rotifer,Keratella,Abundance,2.84,NumberPerLiter,Method024,Method029
Giles,1991,3,whole_column,Rotifer,Keratella,Abundance,1.21,NumberPerLiter,Method024,Method029
Giles,1991,4,whole_column,Rotifer,Keratella,Abundance,1.53,NumberPerLiter,Method024,Method029
Giles,1991,5,whole_column,Rotifer,Keratella,Abundance,0.16,NumberPerLiter,Method024,Method029
Giles,1991,6,whole_column,Rotifer,Keratella,Abundance,0.12,NumberPerLiter,Method024,Method029
Giles,1991,7,whole_column,Rotifer,Keratella,Abundance,0.26,NumberPerLiter,Method024,Method029
Giles,1991,8,whole_column,Rotifer,Keratella,Abundance,4.39,NumberPerLiter,Method024,Method029
Giles,1991,9,whole_column,Rotifer,Keratella,Abundance,10.05,NumberPerLiter,Method024,Method029
Giles,1991,10,whole_column,Rotifer,Keratella,Abundance,5.87,NumberPerLiter,Method024,Method029
Giles,1991,11,whole_column,Rotifer,Keratella,Abundance,7.53,NumberPerLiter,Method024,Method029
Giles,1991,12,whole_column,Rotifer,Keratella,Abundance,3.88,NumberPerLiter,Method024,Method029
Giles,1992,1,whole_column,Rotifer,Keratella,Abundance,3.26,NumberPerLiter,Method024,Method029
Giles,1992,2,whole_column,Rotifer,Keratella,Abundance,3.17,NumberPerLiter,Method024,Method029
Giles,1992,4,whole_column,Rotifer,Keratella,Abundance,4.88,NumberPerLiter,Method024,Method029
Giles,1992,5,whole_column,Rotifer,Keratella,Abundance,2.62,NumberPerLiter,Method024,Method029
Giles,1992,6,whole_column,Rotifer,Keratella,Abundance,3.49,NumberPerLiter,Method024,Method029
Giles,1992,7,whole_column,Rotifer,Keratella,Abundance,2.87,NumberPerLiter,Method024,Method029
Giles,1992,8,whole_column,Rotifer,Keratella,Abundance,1.25,NumberPerLiter,Method024,Method029
Giles,1992,9,whole_column,Rotifer,Keratella,Abundance,0.76,NumberPerLiter,Method024,Method029
Giles,1992,10,whole_column,Rotifer,Keratella,Abundance,0.78,NumberPerLiter,Method024,Method029
Giles,1992,11,whole_column,Rotifer,Keratella,Abundance,0.39,NumberPerLiter,Method024,Method029
Giles,1993,1,whole_column,Rotifer,Keratella,Abundance,0.41,NumberPerLiter,Method024,Method029
Giles,1993,2,whole_column,Rotifer,Keratella,Abundance,0.1,NumberPerLiter,Method024,Method029
Giles,1993,3,whole_column,Rotifer,Keratella,Abundance,0.24,NumberPerLiter,Method024,Method029
Giles,1993,4,whole_column,Rotifer,Keratella,Abundance,0.18,NumberPerLiter,Method024,Method029
Giles,1993,5,whole_column,Rotifer,Keratella,Abundance,1,NumberPerLiter,Method024,Method029
Giles,1993,6,whole_column,Rotifer,Keratella,Abundance,0.83,NumberPerLiter,Method024,Method029
Giles,1993,7,whole_column,Rotifer,Keratella,Abundance,4.41,NumberPerLiter,Method024,Method029
Giles,1993,8,whole_column,Rotifer,Keratella,Abundance,5.18,NumberPerLiter,Method024,Method029
Giles,1993,9,whole_column,Rotifer,Keratella,Abundance,6.69,NumberPerLiter,Method024,Method029
Giles,1993,11,whole_column,Rotifer,Keratella,Abundance,12.66,NumberPerLiter,Method024,Method029
Giles,1997,4,whole_column,Rotifer,Keratella,Abundance,0.39,NumberPerLiter,Method024,Method029
Giles,1997,6,whole_column,Rotifer,Keratella,Abundance,0,NumberPerLiter,Method024,Method029
Giles,1997,8,whole_column,Rotifer,Keratella,Abundance,0.58,NumberPerLiter,Method024,Method029
Giles,2001,6,whole_column,Rotifer,Keratella,Abundance,0.68,NumberPerLiter,Method024,Method029
Giles,2001,7,whole_column,Rotifer,Keratella,Abundance,0.7,NumberPerLiter,Method024,Method029
Giles,2001,8,whole_column,Rotifer,Keratella,Abundance,1.42,NumberPerLiter,Method024,Method029
Giles,2005,5,whole_column,Rotifer,Keratella,Abundance,0,NumberPerLiter,Method024,Method029
Giles,2005,6,whole_column,Rotifer,Keratella,Abundance,4.64,NumberPerLiter,Method024,Method029
Giles,2005,7,whole_column,Rotifer,Keratella,Abundance,25.46,NumberPerLiter,Method024,Method029
Giles,2005,8,whole_column,Rotifer,Keratella,Abundance,35.25,NumberPerLiter,Method024,Method029
Giles,2006,5,whole_column,Rotifer,Keratella,Abundance,30.06,NumberPerLiter,Method024,Method029
Giles,2006,6,whole_column,Rotifer,Keratella,Abundance,35.37,NumberPerLiter,Method024,Method029
Giles,2006,7,whole_column,Rotifer,Keratella,Abundance,42.44,NumberPerLiter,Method024,Method029
Giles,2006,8,whole_column,Rotifer,Keratella,Abundance,16.98,NumberPerLiter,Method024,Method029
Giles,2007,5,whole_column,Rotifer,Keratella,Abundance,28.06,NumberPerLiter,Method024,Method029
Giles,2007,6,whole_column,Rotifer,Keratella,Abundance,105.11,NumberPerLiter,Method024,Method029
